council,randage,ethnicity,simd,urban_rural,household_type,gender,tenure,greenspace,neighbourhood_rating,community_belonging
Aberdeenshire,32,White,4,Rural,Adult,Female,Owned Outright,More than 30,Very good,Not very strongly
Aberdeenshire,34,White,4,Urban,Children,Male,Owned Outright,21-30 mins,Very good,Very strongly
Aberdeenshire,47,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,27,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Not very strongly
Aberdeenshire,22,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,52,White,5,Urban,Children,Male,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Aberdeenshire,32,White,5,Rural,Children,Female,Social Rented,5 mins or less,Very good,Not at all strongly
Aberdeenshire,72,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,36,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,41,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,82,White,4,Rural,Pensioner,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Aberdeen City,48,White,5,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Fairly strongly
Aberdeen City,48,White,5,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Very strongly
Aberdeenshire,31,Other,5,Rural,Children,Female,Owned Outright,6-10 mins,Fairly good,Fairly strongly
Aberdeen City,36,White,4,Urban,Adult,Female,Owned Outright,More than 30,Very good,Very strongly
Aberdeen City,62,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Not at all strongly
Aberdeenshire,60,White,5,Rural,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,47,White,5,Rural,Adult,Male,Owned Outright,11-20 mins,Very good,Not very strongly
Aberdeenshire,74,White,5,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,33,White,3,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,31,White,4,Rural,Children,Male,Owned Outright,More than 30,Very good,Fairly strongly
Aberdeenshire,78,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Not very strongly
Aberdeenshire,70,White,4,Rural,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Aberdeenshire,59,White,3,Rural,Adult,Male,Social Rented,6-10 mins,Fairly good,Not very strongly
Aberdeenshire,70,White,5,Rural,Adult,Female,Social Rented,11-20 mins,Very good,Fairly strongly
Aberdeenshire,62,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,61,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,22,White,4,Rural,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Fairly strongly
Aberdeenshire,46,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,38,White,5,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,44,White,5,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,54,White,4,Rural,Adult,Female,Owned Loan/Mortgage,21-30 mins,Very good,Fairly strongly
Aberdeenshire,48,White,4,Rural,Adult,Male,Owned Loan/Mortgage,More than 30,Very good,Very strongly
Aberdeenshire,70,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,40,Other,5,Urban,Children,Male,Social Rented,6-10 mins,Very good,Very strongly
Aberdeenshire,71,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Aberdeenshire,37,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
Aberdeenshire,67,White,5,Urban,Pensioner,Male,Social Rented,6-10 mins,Very good,Fairly strongly
Aberdeenshire,48,White,5,Urban,Adult,Female,Social Rented,11-20 mins,Very good,Not very strongly
Aberdeenshire,25,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,26,White,2,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,27,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Not very strongly
Aberdeenshire,60,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,30,White,2,Urban,Children,Male,Social Rented,5 mins or less,Very good,Fairly strongly
Aberdeenshire,59,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,69,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Aberdeenshire,47,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,72,White,4,Urban,Pensioner,Female,Social Rented,6-10 mins,Very good,Fairly strongly
Aberdeenshire,36,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,53,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,41,White,4,Rural,Children,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,61,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,37,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,38,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,55,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,81,White,5,Urban,Adult,Male,Owned Loan/Mortgage,More than 30,Very good,Fairly strongly
Aberdeenshire,57,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
Aberdeenshire,37,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,67,White,2,Urban,Pensioner,Female,Social Rented,5 mins or less,Very good,Very strongly
Aberdeenshire,49,White,2,Urban,Children,Female,Social Rented,5 mins or less,Very good,Not very strongly
Aberdeenshire,30,White,4,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,59,White,2,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
Aberdeenshire,48,White,3,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Not at all strongly
Aberdeenshire,73,White,4,Urban,Pensioner,Male,Social Rented,5 mins or less,Very good,Very strongly
Aberdeenshire,58,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Not very strongly
Aberdeenshire,43,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Not at all strongly
Aberdeenshire,41,White,4,Urban,Children,Male,Social Rented,11-20 mins,Very good,Fairly strongly
Aberdeenshire,34,White,4,Urban,Children,Male,Owned Outright,6-10 mins,Fairly good,Not at all strongly
Aberdeenshire,22,White,5,Urban,Adult,Female,Social Rented,11-20 mins,Fairly good,Fairly strongly
Aberdeen City,70,White,4,Urban,Pensioner,Male,Owned Loan/Mortgage,More than 30,Very good,Very strongly
Aberdeenshire,59,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Aberdeenshire,23,White,4,Urban,Children,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,16,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,36,White,5,Urban,Children,Male,Owned Outright,6-10 mins,Fairly good,Fairly strongly
Aberdeenshire,50,White,5,Urban,Children,Male,Social Rented,5 mins or less,Very good,Fairly strongly
Aberdeenshire,63,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,47,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,70,White,5,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Aberdeenshire,65,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Aberdeenshire,31,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,44,White,5,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
Aberdeenshire,48,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,54,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Aberdeenshire,44,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,51,White,5,Urban,Children,Male,Owned Outright,6-10 mins,Fairly good,Very strongly
Aberdeenshire,69,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,36,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,56,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Not very strongly
Aberdeenshire,21,White,4,Rural,Children,Female,Social Rented,21-30 mins,Very good,Very strongly
Aberdeenshire,35,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,44,White,5,Rural,Children,Female,Owned Outright,6-10 mins,Very good,Fairly strongly
Aberdeenshire,54,White,5,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,71,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,45,White,5,Rural,Adult,Male,Owned Outright,11-20 mins,Very good,Fairly strongly
Aberdeenshire,63,White,4,Rural,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Aberdeenshire,53,White,5,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Aberdeenshire,72,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,67,White,5,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,62,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very poor,Not at all strongly
Aberdeenshire,64,White,4,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Not very strongly
Aberdeenshire,39,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
Aberdeenshire,58,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,65,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,83,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,58,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,30,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Not very strongly
Aberdeenshire,61,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,72,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Aberdeenshire,65,White,4,Urban,Pensioner,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,57,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,63,White,4,Urban,Children,Female,Owned Outright,6-10 mins,Fairly good,Fairly strongly
Aberdeenshire,62,White,4,Urban,Adult,Female,Owned Outright,6-10 mins,Fairly good,Not very strongly
Aberdeenshire,31,White,5,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Not at all strongly
Aberdeenshire,41,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,33,White,5,Rural,Children,Female,Owned Outright,6-10 mins,Fairly good,Not very strongly
Aberdeen City,26,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeen City,65,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,Don't know,Very good,Very strongly
Aberdeenshire,69,White,4,Rural,Adult,Male,Owned Loan/Mortgage,More than 30,Very good,Fairly strongly
Aberdeenshire,46,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,79,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Aberdeenshire,70,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,69,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Aberdeenshire,71,White,4,Rural,Adult,Female,Social Rented,More than 30,Very good,Very strongly
Aberdeenshire,30,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,57,White,4,Rural,Adult,Male,Owned Outright,More than 30,Very good,Fairly strongly
Aberdeenshire,28,White,5,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,37,White,5,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,53,White,5,Rural,Adult,Male,Owned Outright,6-10 mins,Very good,Fairly strongly
Aberdeenshire,26,White,4,Rural,Adult,Male,Private Rented,5 mins or less,Fairly good,Very strongly
Aberdeenshire,52,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,21,White,5,Rural,Adult,Female,Social Rented,5 mins or less,Fairly good,Not at all strongly
Aberdeenshire,72,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Not at all strongly
Aberdeenshire,40,White,5,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,55,White,3,Rural,Adult,Female,Social Rented,5 mins or less,Fairly good,Not at all strongly
Aberdeenshire,75,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,81,White,4,Rural,Pensioner,Male,Social Rented,5 mins or less,Very good,Very strongly
Aberdeenshire,79,White,5,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,57,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Aberdeenshire,33,White,5,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,76,White,3,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Aberdeenshire,74,White,5,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Aberdeenshire,75,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,69,White,5,Urban,Pensioner,Female,Private Rented,5 mins or less,Fairly good,Not very strongly
Aberdeenshire,61,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,47,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,32,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
Aberdeenshire,79,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,62,White,4,Urban,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very poor,Not at all strongly
Aberdeenshire,68,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,63,White,5,Urban,Adult,Female,Owned Outright,11-20 mins,Very good,Very strongly
Aberdeenshire,60,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,71,White,5,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Aberdeenshire,50,White,5,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
Aberdeenshire,74,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Aberdeenshire,78,White,3,Rural,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Aberdeenshire,63,White,5,Rural,Adult,Female,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Aberdeenshire,54,White,4,Rural,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
Aberdeenshire,36,White,4,Rural,Children,Female,Social Rented,More than 30,Very good,Very strongly
Aberdeenshire,86,White,4,Rural,Pensioner,Male,Private Rented,5 mins or less,Very good,Very strongly
Aberdeenshire,74,White,5,Rural,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
Moray,59,White,3,Rural,Adult,Male,Social Rented,More than 30,Fairly good,Very strongly
Highland,49,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
Highland,72,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Aberdeenshire,86,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,64,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Aberdeenshire,64,White,4,Rural,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Aberdeenshire,28,White,4,Rural,Children,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
Aberdeenshire,80,White,5,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,57,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,86,White,4,Urban,Pensioner,Male,Social Rented,5 mins or less,Very good,Very strongly
Aberdeenshire,65,White,5,Urban,Pensioner,Female,Social Rented,5 mins or less,Very good,Very strongly
Aberdeenshire,66,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,77,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,19,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,79,White,4,Urban,Adult,Male,Social Rented,21-30 mins,Fairly good,Fairly strongly
Aberdeenshire,39,White,5,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,56,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Aberdeenshire,34,White,4,Rural,Children,Female,Private Rented,5 mins or less,Very good,Not very strongly
Aberdeenshire,60,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,56,White,4,Rural,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Not very strongly
Aberdeenshire,57,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Aberdeenshire,31,White,3,Rural,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Aberdeenshire,52,White,3,Rural,Children,Male,Owned Outright,More than 30,Very good,Very strongly
Aberdeenshire,59,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Aberdeenshire,58,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Aberdeenshire,63,White,4,Rural,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Aberdeenshire,56,White,5,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Angus,69,White,5,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Angus,40,White,5,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Not very strongly
Aberdeenshire,74,White,5,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly poor,Not at all strongly
Aberdeenshire,69,White,4,Rural,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Aberdeenshire,43,White,4,Rural,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Angus,86,White,4,Urban,Pensioner,Female,Social Rented,11-20 mins,Very good,Fairly strongly
Angus,64,White,3,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Fairly strongly
Angus,76,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Angus,64,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Angus,64,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Angus,70,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,21-30 mins,Very good,Fairly strongly
Angus,86,White,3,Rural,Pensioner,Female,Owned Loan/Mortgage,More than 30,Very good,Fairly strongly
Angus,46,White,3,Rural,Children,Male,Social Rented,More than 30,Fairly good,Fairly strongly
Angus,74,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Angus,55,White,4,Rural,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Angus,69,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Angus,44,White,4,Rural,Adult,Female,Social Rented,11-20 mins,Very good,Fairly strongly
Angus,40,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Not very strongly
Angus,50,White,4,Rural,Adult,Male,Owned Loan/Mortgage,More than 30,Very good,Fairly strongly
Angus,77,White,4,Rural,Adult,Male,Owned Loan/Mortgage,21-30 mins,Very good,Not very strongly
Angus,49,White,3,Urban,Adult,Male,Owned Outright,6-10 mins,Fairly good,Not very strongly
Angus,37,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
Angus,32,White,2,Urban,Children,Male,Owned Outright,6-10 mins,Fairly good,Fairly strongly
Angus,86,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Angus,53,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Angus,86,White,2,Urban,Pensioner,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
Angus,58,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Angus,44,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Angus,46,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Not very strongly
Angus,23,White,2,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Not at all strongly
Angus,72,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Angus,45,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
Angus,65,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Angus,76,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Angus,27,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly poor,Not very strongly
Angus,43,White,3,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly poor,Not at all strongly
Angus,37,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Angus,39,White,2,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
Angus,69,White,2,Urban,Pensioner,Female,Social Rented,5 mins or less,Fairly good,Don't know
Angus,63,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Angus,40,Other,3,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Angus,59,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Angus,52,White,3,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Angus,74,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Angus,62,White,2,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Not very strongly
Angus,77,White,1,Urban,Pensioner,Male,Owned Loan/Mortgage,11-20 mins,Very good,Not very strongly
Angus,85,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,21-30 mins,Fairly good,Fairly strongly
Angus,59,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Angus,24,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Fairly good,Don't know
Angus,22,White,3,Rural,Adult,Male,Owned Outright,More than 30,Very good,Very strongly
Angus,76,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Angus,76,Other,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Angus,45,White,3,Rural,Children,Female,Social Rented,5 mins or less,Very good,Not very strongly
Angus,75,White,2,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Angus,67,White,1,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
Angus,27,White,2,Urban,Children,Female,Social Rented,Don't know,Fairly poor,Not at all strongly
Angus,44,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Not at all strongly
Angus,55,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Very strongly
Angus,65,White,5,Urban,Pensioner,Male,Social Rented,5 mins or less,Very good,Fairly strongly
Angus,46,White,4,Rural,Adult,Male,Owned Outright,More than 30,Very good,Fairly strongly
Angus,59,White,3,Rural,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Angus,44,White,3,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Angus,50,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Angus,36,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Angus,52,White,3,Rural,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Angus,51,White,3,Rural,Adult,Female,Social Rented,6-10 mins,Very good,Not very strongly
Angus,70,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Angus,43,White,4,Rural,Adult,Female,Owned Outright,More than 30,Very good,Very strongly
Angus,64,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Angus,63,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Angus,38,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Angus,82,White,4,Rural,Pensioner,Female,Private Rented,More than 30,Very good,Very strongly
Angus,45,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Very strongly
Angus,45,White,2,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Angus,54,White,2,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
Angus,80,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Angus,40,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
Angus,17,White,3,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not at all strongly
Angus,50,White,1,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Angus,32,White,2,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Not very strongly
